"Filename"	"Word.Index"	"Word"	"Phoneme.Index"	"Phoneme"	"Manner"	"Voicing"	"Place"	"Sibilance"	"Posteriority"	"Sys_Name"	"Context"	"Sys_Quality_BL"	"Sys_Quality"	"Sys_Family"	"Sys_CrossType"	"UnID"	"Consonant_Duration"	"Closure_Duration"	"Noise_Duration"	"RMS_Amplitude"	"Burst_Amplitude"	"Peak_Presence"	"Peak.Amplitude"	"Peak.Frequency"	"Dyn.Amplitude"	"Spectral.Tilt"	"Spectral.Shape"	"Sys.Fam"	"Sys.Name"	"Sys.Qual"	"Sys.Fam.CrossType"
"booksent_2013_0001"	10	"messenger"	5	"JH"	"Affricate"	"Voiced"	"Postalveolar"	"0"	"Posterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0001-10-messenger-5-JH-A"	80	8000	72	50.800755	61.7	1	54.1	2875	5.51	-1.39	7.34	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0001"	11	"should"	0	"SH"	"Fricative"	"Voiceless"	"Postalveolar"	"Sibilant"	"Posterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0001-11-should-0-SH-A"	70	0	70	72.5632	0	0	93.87	2718.75	16.28	10.5	20.81	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0001"	11	"should"	0	"SH"	"Fricative"	"Voiceless"	"Postalveolar"	"Sibilant"	"Posterior"	"Q"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0001-11-should-0-SH-Q"	90	0	90	70.734795	0	0	89.43	5375	10.13	11.8	23.55	"Neural"	"Q"	"Neu-R1"	"Neural-GA"
"booksent_2013_0001"	11	"should"	0	"SH"	"Fricative"	"Voiceless"	"Postalveolar"	"Sibilant"	"Posterior"	"R"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0001-11-should-0-SH-R"	80	0	80	63.01113	0	0	79.84	2906.25	2.72	1.61	24.68	"Neural"	"R"	"Neu-R1"	"Neural-GA"
"booksent_2013_0001"	11	"should"	0	"SH"	"Fricative"	"Voiceless"	"Postalveolar"	"Sibilant"	"Posterior"	"Y"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0001-11-should-0-SH-Y"	90	0	90	71.44924	0	0	92.71	2718.75	17.17	10.25	21.53	"Neural"	"Y"	"Neu-R1"	"Neural-WN"
"booksent_2013_0001"	11	"should"	0	"SH"	"Fricative"	"Voiceless"	"Postalveolar"	"Sibilant"	"Posterior"	"Z"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0001-11-should-0-SH-Z"	80	0	80	67.0332	0	0	91.69	2906.25	12.3	6.9	22.95	"Neural"	"Z"	"Neu-R1"	"Neural-WN"
"booksent_2013_0001"	12	"go"	0	"G"	"Stop"	"Voiced"	"Velar"	"0"	"Posterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0001-12-go-0-G-A"	70	29000	41	49.22216	56.61	1	53.17	2187.5	1.27	-14.58	7.6	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0001"	12	"go"	0	"G"	"Stop"	"Voiced"	"Velar"	"0"	"Posterior"	"Q"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0001-12-go-0-G-Q"	100	50000	50	48.267117	55.65	1	58.17	1656.25	0	-17.51	6.78	"Neural"	"Q"	"Neu-R1"	"Neural-GA"
"booksent_2013_0001"	12	"go"	0	"G"	"Stop"	"Voiced"	"Velar"	"0"	"Posterior"	"R"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0001-12-go-0-G-R"	80	32000	48	46.24489	55.1	1	51.94	1625	0	-14.51	7.37	"Neural"	"R"	"Neu-R1"	"Neural-GA"
"booksent_2013_0001"	12	"go"	0	"G"	"Stop"	"Voiced"	"Velar"	"0"	"Posterior"	"Y"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0001-12-go-0-G-Y"	90	50000	40	46.761307	55.37	1	53.93	1781.25	-1.49	-16.14	4.56	"Neural"	"Y"	"Neu-R1"	"Neural-WN"
"booksent_2013_0001"	12	"go"	0	"G"	"Stop"	"Voiced"	"Velar"	"0"	"Posterior"	"Z"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0001-12-go-0-G-Z"	70	32000	38	47.0287	56.57	1	52.42	1812.5	0	-13.76	7.45	"Neural"	"Z"	"Neu-R1"	"Neural-WN"
"booksent_2013_0001"	13	"to"	0	"T"	"Stop"	"Voiceless"	"Alveolar"	"0"	"Anterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0001-13-to-0-T-A"	60	14000	46	51.07403	55.66	1	52.12	3468.75	1.76	0.01	4.03	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0001"	13	"to"	0	"T"	"Stop"	"Voiceless"	"Alveolar"	"0"	"Anterior"	"Q"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0001-13-to-0-T-Q"	60	26000	34	49.710876	56.04	1	57.83	4218.75	11.12	3.09	7.29	"Neural"	"Q"	"Neu-R1"	"Neural-GA"
"booksent_2013_0001"	13	"to"	0	"T"	"Stop"	"Voiceless"	"Alveolar"	"0"	"Anterior"	"R"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0001-13-to-0-T-R"	50	23000	27	51.26124	55.38	1	51.56	1843.75	0	-8.84	6.53	"Neural"	"R"	"Neu-R1"	"Neural-GA"
"booksent_2013_0001"	13	"to"	0	"T"	"Stop"	"Voiceless"	"Alveolar"	"0"	"Anterior"	"Y"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0001-13-to-0-T-Y"	60	29000	31	50.063663	56.36	1	58.78	3812.5	9.68	-0.68	11.21	"Neural"	"Y"	"Neu-R1"	"Neural-WN"
"booksent_2013_0001"	13	"to"	0	"T"	"Stop"	"Voiceless"	"Alveolar"	"0"	"Anterior"	"Z"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0001-13-to-0-T-Z"	70	38000	32	50.659454	56.29	1	58.47	2875	6.14	-9.69	9.56	"Neural"	"Z"	"Neu-R1"	"Neural-WN"
"booksent_2013_0001"	14	"the"	0	"DH"	"Fricative"	"Voiced"	"Dental"	"Non_Sibilant"	"Anterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0001-14-the-0-DH-A"	60	0	60	49.925636	0	0	60.58	5812.5	-1.78	1.55	1.95	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0001"	14	"the"	0	"DH"	"Fricative"	"Voiced"	"Dental"	"Non_Sibilant"	"Anterior"	"Q"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0001-14-the-0-DH-Q"	40	0	40	52.609657	0	0	70.54	1718.75	-3.47	-16.64	0.53	"Neural"	"Q"	"Neu-R1"	"Neural-GA"
"booksent_2013_0001"	14	"the"	0	"DH"	"Fricative"	"Voiced"	"Dental"	"Non_Sibilant"	"Anterior"	"R"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0001-14-the-0-DH-R"	50	0	50	51.613483	0	0	64.54	1625	-14.03	-13.7	3.32	"Neural"	"R"	"Neu-R1"	"Neural-GA"
"booksent_2013_0001"	14	"the"	0	"DH"	"Fricative"	"Voiced"	"Dental"	"Non_Sibilant"	"Anterior"	"Y"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0001-14-the-0-DH-Y"	40	0	40	54.21751	0	0	70.02	3000	-9.95	-11.42	4.24	"Neural"	"Y"	"Neu-R1"	"Neural-WN"
"booksent_2013_0001"	14	"the"	0	"DH"	"Fricative"	"Voiced"	"Dental"	"Non_Sibilant"	"Anterior"	"Z"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0001-14-the-0-DH-Z"	50	0	50	48.53255	0	0	65.56	3031.25	4.08	-5.99	2.35	"Neural"	"Z"	"Neu-R1"	"Neural-WN"
"booksent_2013_0001"	15	"village"	0	"V"	"Fricative"	"Voiced"	"Labiodental"	"Non_Sibilant"	"Anterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0001-15-village-0-V-A"	70	0	70	47.86096	0	0	60.71	2625	0.03	-6.41	4.14	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0001"	15	"village"	0	"V"	"Fricative"	"Voiced"	"Labiodental"	"Non_Sibilant"	"Anterior"	"Q"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0001-15-village-0-V-Q"	60	0	60	52.832054	0	0	73.46	1625	-1.42	-18.76	5.35	"Neural"	"Q"	"Neu-R1"	"Neural-GA"
"booksent_2013_0001"	15	"village"	0	"V"	"Fricative"	"Voiced"	"Labiodental"	"Non_Sibilant"	"Anterior"	"R"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0001-15-village-0-V-R"	60	0	60	50.206966	0	0	68.65	1656.25	-11.47	-14.54	9.53	"Neural"	"R"	"Neu-R1"	"Neural-GA"
"booksent_2013_0001"	15	"village"	0	"V"	"Fricative"	"Voiced"	"Labiodental"	"Non_Sibilant"	"Anterior"	"Y"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0001-15-village-0-V-Y"	50	0	50	47.493095	0	0	63.67	1500	-7.03	-10.2	4.83	"Neural"	"Y"	"Neu-R1"	"Neural-WN"
"booksent_2013_0001"	15	"village"	0	"V"	"Fricative"	"Voiced"	"Labiodental"	"Non_Sibilant"	"Anterior"	"Z"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0001-15-village-0-V-Z"	70	0	70	47.29771	0	0	62.84	1593.75	0	-4.77	5.73	"Neural"	"Z"	"Neu-R1"	"Neural-WN"
"booksent_2013_0001"	2	"be"	0	"B"	"Stop"	"Voiced"	"Bilabial"	"0"	"Anterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0001-2-be-0-B-A"	50	26000	24	56.038445	55.12	1	60.65	562.5	-6.48	-14.7	1.16	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0001"	2	"be"	0	"B"	"Stop"	"Voiced"	"Bilabial"	"0"	"Anterior"	"Q"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0001-2-be-0-B-Q"	40	26000	14	56.395275	58.05	1	60.39	1968.75	-13.01	-14.88	6.5	"Neural"	"Q"	"Neu-R1"	"Neural-GA"
"booksent_2013_0001"	2	"be"	0	"B"	"Stop"	"Voiced"	"Bilabial"	"0"	"Anterior"	"R"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0001-2-be-0-B-R"	40	23000	17	56.01889	56.12	1	58.5	2593.75	-3.15	-14.5	5.21	"Neural"	"R"	"Neu-R1"	"Neural-GA"
"booksent_2013_0001"	2	"be"	0	"B"	"Stop"	"Voiced"	"Bilabial"	"0"	"Anterior"	"Y"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0001-2-be-0-B-Y"	50	32000	18	59.666298	55.1	1	59.78	2875	-7.92	-13.3	2.01	"Neural"	"Y"	"Neu-R1"	"Neural-WN"
"booksent_2013_0001"	2	"be"	0	"B"	"Stop"	"Voiced"	"Bilabial"	"0"	"Anterior"	"Z"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0001-2-be-0-B-Z"	40	26000	14	59.28239	58.59	1	66.06	593.75	-9.57	-17.8	1.5	"Neural"	"Z"	"Neu-R1"	"Neural-WN"
"booksent_2013_0001"	3	"time"	0	"T"	"Stop"	"Voiceless"	"Alveolar"	"0"	"Anterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0001-3-time-0-T-A"	110	41000	69	55.843887	59.31	1	55.13	4281.25	4.54	0.27	3.43	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0001"	3	"time"	0	"T"	"Stop"	"Voiceless"	"Alveolar"	"0"	"Anterior"	"Q"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0001-3-time-0-T-Q"	140	59000	81	53.73425	61.41	1	58.37	5468.75	6.48	-0.49	3.76	"Neural"	"Q"	"Neu-R1"	"Neural-GA"
"booksent_2013_0001"	3	"time"	0	"T"	"Stop"	"Voiceless"	"Alveolar"	"0"	"Anterior"	"R"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0001-3-time-0-T-R"	120	38000	82	51.688652	57.84	1	54.26	5718.75	2.21	-5.53	6.1	"Neural"	"R"	"Neu-R1"	"Neural-GA"
"booksent_2013_0001"	3	"time"	0	"T"	"Stop"	"Voiceless"	"Alveolar"	"0"	"Anterior"	"Y"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0001-3-time-0-T-Y"	120	47000	73	53.924366	58.92	1	57.52	5375	6.07	-2.68	4.4	"Neural"	"Y"	"Neu-R1"	"Neural-WN"
"booksent_2013_0001"	3	"time"	0	"T"	"Stop"	"Voiceless"	"Alveolar"	"0"	"Anterior"	"Z"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0001-3-time-0-T-Z"	130	41000	89	50.76374	55.88	1	55.57	4531.25	6.26	-2.78	6	"Neural"	"Z"	"Neu-R1"	"Neural-WN"
"booksent_2013_0001"	5	"to"	0	"T"	"Stop"	"Voiceless"	"Alveolar"	"0"	"Anterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0001-5-to-0-T-A"	60	26000	34	52.753838	57.73	1	56.2	2812.5	1.75	-2.95	10.23	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0001"	5	"to"	0	"T"	"Stop"	"Voiceless"	"Alveolar"	"0"	"Anterior"	"Q"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0001-5-to-0-T-Q"	70	35000	35	52.565582	56.07	1	61.38	4250	9.17	-0.44	8.26	"Neural"	"Q"	"Neu-R1"	"Neural-GA"
"booksent_2013_0001"	5	"to"	0	"T"	"Stop"	"Voiceless"	"Alveolar"	"0"	"Anterior"	"R"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0001-5-to-0-T-R"	60	38000	22	54.51502	57.79	1	59.71	5187.5	2.28	-6.27	10.18	"Neural"	"R"	"Neu-R1"	"Neural-GA"
"booksent_2013_0001"	5	"to"	0	"T"	"Stop"	"Voiceless"	"Alveolar"	"0"	"Anterior"	"Y"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0001-5-to-0-T-Y"	70	35000	35	52.78534	59.32	1	61.92	4031.25	10.9	-0.21	9.26	"Neural"	"Y"	"Neu-R1"	"Neural-WN"
"booksent_2013_0001"	5	"to"	0	"T"	"Stop"	"Voiceless"	"Alveolar"	"0"	"Anterior"	"Z"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0001-5-to-0-T-Z"	60	35000	25	52.650646	58.7	1	63.11	4093.75	11.25	-1.94	9.46	"Neural"	"Z"	"Neu-R1"	"Neural-WN"
"booksent_2013_0001"	6	"send"	0	"S"	"Fricative"	"Voiceless"	"Alveolar"	"Sibilant"	"Anterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0001-6-send-0-S-A"	130	0	130	69.71329	0	0	96.75	6156.25	34.91	37.2	0.48	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0001"	6	"send"	0	"S"	"Fricative"	"Voiceless"	"Alveolar"	"Sibilant"	"Anterior"	"Q"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0001-6-send-0-S-Q"	120	0	120	68.56561	0	0	97.56	5718.75	33.34	26.99	4.14	"Neural"	"Q"	"Neu-R1"	"Neural-GA"
"booksent_2013_0001"	6	"send"	0	"S"	"Fricative"	"Voiceless"	"Alveolar"	"Sibilant"	"Anterior"	"R"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0001-6-send-0-S-R"	100	0	100	62.721245	0	0	89.59	6093.75	22.81	20.79	8.8	"Neural"	"R"	"Neu-R1"	"Neural-GA"
"booksent_2013_0001"	6	"send"	0	"S"	"Fricative"	"Voiceless"	"Alveolar"	"Sibilant"	"Anterior"	"Y"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0001-6-send-0-S-Y"	110	0	110	67.21186	0	0	95.79	5906.25	29.47	26.05	7.34	"Neural"	"Y"	"Neu-R1"	"Neural-WN"
"booksent_2013_0001"	6	"send"	0	"S"	"Fricative"	"Voiceless"	"Alveolar"	"Sibilant"	"Anterior"	"Z"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0001-6-send-0-S-Z"	130	0	130	63.069664	0	0	87.47	6156.25	26	22.6	5.57	"Neural"	"Z"	"Neu-R1"	"Neural-WN"
"booksent_2013_0001"	8	"before"	0	"B"	"Stop"	"Voiced"	"Bilabial"	"0"	"Anterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0001-8-before-0-B-A"	50	35000	15	54.114952	58.96	1	61.32	1937.5	0	-11.55	12.83	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0001"	8	"before"	0	"B"	"Stop"	"Voiced"	"Bilabial"	"0"	"Anterior"	"Q"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0001-8-before-0-B-Q"	60	53000	7	49.10097	53.05	1	64.51	2531.25	-5.21	-17.95	7.17	"Neural"	"Q"	"Neu-R1"	"Neural-GA"
"booksent_2013_0001"	8	"before"	0	"B"	"Stop"	"Voiced"	"Bilabial"	"0"	"Anterior"	"R"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0001-8-before-0-B-R"	60	47000	13	49.82404	55.07	1	65.35	2156.25	2.88	-10.73	17.14	"Neural"	"R"	"Neu-R1"	"Neural-GA"
"booksent_2013_0001"	8	"before"	0	"B"	"Stop"	"Voiced"	"Bilabial"	"0"	"Anterior"	"Y"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0001-8-before-0-B-Y"	60	32000	28	47.53417	55	1	48.72	1937.5	0	-10.05	9.27	"Neural"	"Y"	"Neu-R1"	"Neural-WN"
"booksent_2013_0001"	8	"before"	0	"B"	"Stop"	"Voiced"	"Bilabial"	"0"	"Anterior"	"Z"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0001-8-before-0-B-Z"	50	38000	12	56.738247	58.05	1	65.1	3031.25	-2.23	-14.33	7.45	"Neural"	"Z"	"Neu-R1"	"Neural-WN"
"booksent_2013_0001"	8	"before"	2	"F"	"Fricative"	"Voiceless"	"Labiodental"	"Non_Sibilant"	"Anterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0001-8-before-2-F-A"	90	0	90	48.554462	0	0	61.36	5625	5.95	5.35	8.76	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0001"	8	"before"	2	"F"	"Fricative"	"Voiceless"	"Labiodental"	"Non_Sibilant"	"Anterior"	"Q"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0001-8-before-2-F-Q"	90	0	90	52.26208	0	0	65.71	2781.25	5.7	-1.96	11.12	"Neural"	"Q"	"Neu-R1"	"Neural-GA"
"booksent_2013_0001"	8	"before"	2	"F"	"Fricative"	"Voiceless"	"Labiodental"	"Non_Sibilant"	"Anterior"	"R"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0001-8-before-2-F-R"	60	0	60	53.39045	0	0	65.37	5343.75	1.59	-4.91	13.56	"Neural"	"R"	"Neu-R1"	"Neural-GA"
"booksent_2013_0001"	8	"before"	2	"F"	"Fricative"	"Voiceless"	"Labiodental"	"Non_Sibilant"	"Anterior"	"Y"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0001-8-before-2-F-Y"	90	0	90	53.38425	0	0	68.6	3125	6.01	0.54	12.25	"Neural"	"Y"	"Neu-R1"	"Neural-WN"
"booksent_2013_0001"	8	"before"	2	"F"	"Fricative"	"Voiceless"	"Labiodental"	"Non_Sibilant"	"Anterior"	"Z"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0001-8-before-2-F-Z"	100	0	100	49.398643	0	0	61.34	5937.5	1.88	0.06	9.36	"Neural"	"Z"	"Neu-R1"	"Neural-WN"
"booksent_2013_0001"	9	"the"	0	"DH"	"Fricative"	"Voiced"	"Dental"	"Non_Sibilant"	"Anterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0001-9-the-0-DH-A"	50	0	50	49.864113	0	0	62.47	2843.75	-3.69	-4.49	0.97	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0001"	9	"the"	0	"DH"	"Fricative"	"Voiced"	"Dental"	"Non_Sibilant"	"Anterior"	"Q"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0001-9-the-0-DH-Q"	30	0	30	52.54477	0	0	75.22	1343.75	-5.64	-22.22	0.39	"Neural"	"Q"	"Neu-R1"	"Neural-GA"
"booksent_2013_0001"	9	"the"	0	"DH"	"Fricative"	"Voiced"	"Dental"	"Non_Sibilant"	"Anterior"	"R"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0001-9-the-0-DH-R"	40	0	40	52.66702	0	0	68.02	1562.5	-11.81	-16.26	1.85	"Neural"	"R"	"Neu-R1"	"Neural-GA"
"booksent_2013_0001"	9	"the"	0	"DH"	"Fricative"	"Voiced"	"Dental"	"Non_Sibilant"	"Anterior"	"Y"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0001-9-the-0-DH-Y"	50	0	50	50.247513	0	0	68.34	1468.75	-6.27	-16.46	-0.14	"Neural"	"Y"	"Neu-R1"	"Neural-WN"
"booksent_2013_0001"	9	"the"	0	"DH"	"Fricative"	"Voiced"	"Dental"	"Non_Sibilant"	"Anterior"	"Z"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0001-9-the-0-DH-Z"	40	0	40	53.16381	0	0	64.59	1562.5	-7.31	-11.75	-0.68	"Neural"	"Z"	"Neu-R1"	"Neural-WN"
"booksent_2013_0002"	0	"david"	0	"D"	"Stop"	"Voiced"	"Alveolar"	"0"	"Anterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0002-0-david-0-D-A"	170	125000	45	55.149746	55.25	1	57.83	3093.75	-3.37	-5.52	5.04	"Natural"	"A"	"Natural"	"Natural"
