Filename	Word-Index	Word	Phoneme-Index	Phoneme	RMS_Amplitude	Burst_Amplitude	Peak_Presence	Manner	Voicing	Place	Sibilance	Posteriority	Sys_Name	Context	Sys_Quality_BL	Sys_Quality	Sys_Family	Sys_CrossType
booksent_2013_0015	6	tilneys	0	T	58.103973	59.67	1	Stop	Voiceless	Alveolar	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0005	6	passed	0	P	45.678654	57.66	1	Stop	Voiceless	Bilabial	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0033	13	decided	2	S	65.98796	0.0	0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0088	13	the	0	DH	49.76545	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0080	8	the	0	DH	60.499527	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0066	0	then	0	DH	41.15082	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0040	5	be	0	B	64.1514	56.94	1	Stop	Voiced	Bilabial	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0059	6	chance	0	CH	51.765896	56.54	1	Affricate	Voiceless	Postalveolar	0	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0026	9	bolt	0	B	56.71563	56.23	1	Stop	Voiced	Bilabial	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0018	7	catherine	0	K	48.454124	58.65	1	Stop	Voiceless	Velar	0	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0062	12	the	0	DH	65.3852	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0047	7	never	2	V	60.943947	0.0	0	Fricative	Voiced	Labiodental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0019	15	their	0	DH	55.583523	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0026	11	the	0	DH	58.15986	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0065	0	the	0	DH	39.749447	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0068	1	there	0	DH	62.584774	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0083	14	shadowed	2	D	51.662052	57.27	1	Stop	Voiced	Alveolar	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0089	15	down	0	D	51.094795	55.7	1	Stop	Voiced	Alveolar	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0058	16	she	0	SH	75.50836	0.0	0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0041	0	he	0	HH	39.858604	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0009	20	done	0	D	48.290462	57.78	1	Stop	Voiced	Alveolar	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0022	17	captive	0	K	48.43041	55.16	1	Stop	Voiceless	Velar	0	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0050	13	their	0	DH	60.94	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0079	2	this	0	DH	51.377724	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0047	17	gout	0	G	50.664646	56.15	1	Stop	Voiced	Velar	0	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0061	15	this	0	DH	57.44652	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0075	5	before	0	B	52.013454	55.5	1	Stop	Voiced	Bilabial	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0032	14	the	0	DH	54.45698	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0023	18	subject	0	S	67.72459	0.0	0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0033	22	the	0	DH	59.242493	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0041	2	kill	0	K	49.572674	56.71	1	Stop	Voiceless	Velar	0	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0041	16	house	0	HH	60.695034	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0061	21	head	0	HH	52.161892	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0040	0	he	0	HH	40.17676	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0011	17	to	0	T	52.309464	57.59	1	Stop	Voiceless	Alveolar	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0082	17	proudest	3	D	55.020557	58.62	1	Stop	Voiced	Alveolar	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0006	5	her	0	HH	59.367252	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0012	10	hard	0	HH	60.111088	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0040	15	him	0	HH	67.4066	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0086	2	aside	1	S	64.974915	0.0	0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0017	6	hardly	0	HH	56.956596	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0076	11	the	0	DH	71.06995	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0056	19	thunderstorm	0	TH	56.851086	0.0	0	Fricative	Voiceless	Dental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0027	6	back	0	B	56.05091	57.66	1	Stop	Voiced	Bilabial	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0031	11	even	1	V	62.307285	0.0	0	Fricative	Voiced	Labiodental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0021	14	seemed	0	S	71.74482	0.0	0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0030	1	passed	0	P	48.9699	56.42	1	Stop	Voiceless	Bilabial	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0068	16	deteriorated	8	T	48.839653	57.82	1	Stop	Voiceless	Alveolar	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0097	21	the	0	DH	53.727596	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0055	17	her	0	HH	57.577335	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0057	8	who	0	HH	41.393646	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0098	10	gone	0	G	59.899387	55.16	1	Stop	Voiced	Velar	0	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0028	1	called	0	K	49.94441	56.96	1	Stop	Voiceless	Velar	0	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0035	6	hidden	0	HH	63.80746	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0041	5	he	0	HH	65.78598	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0081	2	picked	0	P	49.95094	56.84	1	Stop	Voiceless	Bilabial	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0013	4	accountable	1	K	47.585617	57.83	1	Stop	Voiceless	Velar	0	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0037	16	the	0	DH	67.87377	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0017	9	expressions	6	SH	69.151665	0.0	0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0033	14	to	0	T	52.853703	59.43	1	Stop	Voiceless	Alveolar	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0091	9	the	0	DH	52.525723	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0080	16	down	0	D	51.931847	58.84	1	Stop	Voiced	Alveolar	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0039	10	the	0	DH	51.7627	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0069	18	never	2	V	52.35955	0.0	0	Fricative	Voiced	Labiodental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0091	22	bed	0	B	47.430897	55.61	1	Stop	Voiced	Bilabial	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0044	2	seconds	2	K	49.050327	55.84	1	Stop	Voiceless	Velar	0	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0001	5	to	0	T	52.565582	56.07	1	Stop	Voiceless	Alveolar	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0071	16	she	0	SH	72.40978	0.0	0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0072	14	the	0	DH	60.509407	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0001	14	the	0	DH	52.609657	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0087	2	motionless	2	SH	73.51764	0.0	0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0010	1	have	0	HH	70.595276	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0067	0	even	1	V	64.92689	0.0	0	Fricative	Voiced	Labiodental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0034	21	feelings	0	F	52.414017	0.0	0	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0054	4	scene	0	S	62.651268	0.0	0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0075	5	before	2	F	56.49407	0.0	0	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0031	21	shadows	2	D	50.409164	55.89	1	Stop	Voiced	Alveolar	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0005	19	to	0	T	49.85715	57.58	1	Stop	Voiceless	Alveolar	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0093	10	farther	0	F	61.157604	0.0	0	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0047	12	noble	2	B	41.761154	43.23	1	Stop	Voiced	Bilabial	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0054	7	did	0	D	53.74272	58.6	1	Stop	Voiced	Alveolar	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0004	10	negative	2	G	60.552425	56.08	1	Stop	Voiced	Velar	0	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0017	3	gratified	3	T	55.91797	60.02	1	Stop	Voiceless	Alveolar	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0011	11	to	0	T	51.633904	56.17	1	Stop	Voiceless	Alveolar	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0095	9	to	0	T	54.15612	56.59	1	Stop	Voiceless	Alveolar	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0075	8	varick	0	V	54.90381	0.0	0	Fricative	Voiced	Labiodental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0031	18	shadow	0	SH	74.41652	0.0	0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0065	7	sort	0	S	63.969543	0.0	0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0058	9	sure	0	SH	73.05012	0.0	0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0054	6	seldom	0	S	64.97679	0.0	0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0087	5	riveted	2	V	62.035263	0.0	0	Fricative	Voiced	Labiodental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0068	9	the	0	DH	63.178085	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0048	3	courtesying	2	T	52.22274	58.24	1	Stop	Voiceless	Alveolar	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0050	18	down	0	D	53.30414	58.75	1	Stop	Voiced	Alveolar	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0050	1	had	0	HH	61.697025	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0091	19	hard	0	HH	58.715736	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0030	27	appreciation	4	SH	69.91609	0.0	0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0015	16	counterbalance	5	B	48.91395	55.02	1	Stop	Voiced	Bilabial	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0006	11	this	0	DH	55.652615	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0095	21	to	0	T	52.185757	59.78	1	Stop	Voiceless	Alveolar	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0059	16	her	0	HH	57.20177	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0046	0	he	0	HH	43.42804	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0086	8	obediently	3	D	54.29229	56.04	1	Stop	Voiced	Alveolar	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0057	17	tears	0	T	48.314186	57.08	1	Stop	Voiceless	Alveolar	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0047	11	patron's	0	P	44.97002	55.02	1	Stop	Voiceless	Bilabial	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0079	10	department	0	D	58.954937	57.31	1	Stop	Voiced	Alveolar	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0092	5	beyond	0	B	55.192028	58.29	1	Stop	Voiced	Bilabial	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0018	29	together	2	G	54.799824	55.62	1	Stop	Voiced	Velar	0	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0085	14	her	0	HH	52.59409	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0098	15	herself	2	S	65.727104	0.0	0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0041	10	babies	2	B	59.713646	56.01	1	Stop	Voiced	Bilabial	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0076	13	visitors	2	Z	66.938866	0.0	0	Fricative	Voiced	Alveolar	Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0090	15	faded	2	D	58.681496	57.04	1	Stop	Voiced	Alveolar	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0042	5	said	0	S	63.260952	0.0	0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0061	0	they	0	DH	39.922394	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0005	2	this	0	DH	54.346886	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0007	4	guard	0	G	48.135868	56.61	1	Stop	Voiced	Velar	0	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0092	25	from	0	F	58.89474	0.0	0	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0048	3	courtesying	0	K	40.187508	55.84	1	Stop	Voiceless	Velar	0	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0051	2	covey	2	V	54.537514	0.0	0	Fricative	Voiced	Labiodental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0019	2	her	0	HH	65.84337	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0048	16	bobbing	2	B	56.088326	44.31	1	Stop	Voiced	Bilabial	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0020	17	matter	2	T	48.285248	62.85	1	Stop	Voiceless	Alveolar	0	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0093	13	the	0	DH	54.59467	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0095	18	she	0	SH	55.86709	0.0	0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0060	12	court	0	K	40.33843	50.31	1	Stop	Voiceless	Velar	0	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0091	0	within	2	DH	67.85349	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0033	20	somewhere	0	S	68.52431	0.0	0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0026	14	shield	0	SH	71.99167	0.0	0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0096	15	motionless	2	SH	71.95584	0.0	0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0084	0	the	0	DH	46.478798	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0087	10	her	0	HH	68.64161	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0012	25	against	1	G	50.149582	56.45	1	Stop	Voiced	Velar	0	Posterior	Q	CV	Good	Neu-R1	Neural	Neural-GA
